"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2012","Winston-Salem Masters 250","S","Jo-Wilfried Tsonga","John Isner","L","4-6, 6-3, 6-7","1","2"
"2011","Paris Masters 1000","S","Jo-Wilfried Tsonga","John Isner","W","3-6, 7-6(1), 7-6(3)","2","1"
"2009","Washington Masters 500","R32","Jo-Wilfried Tsonga","John Isner","L","6-4, 6-7, 6-7","1","2"
"2016","Miami Masters 1000","R32","Jo-Wilfried Tsonga","Roberto Bautista Agut","L","6-2, 3-6, 6-7","1","2"
"2016","Auckland Masters 250","S","Jo-Wilfried Tsonga","Roberto Bautista Agut","L","6-3, 6-7, 4-6","1","2"
"2015","Paris Masters 1000","R32","Jo-Wilfried Tsonga","Roberto Bautista Agut","W","6-2, 6-2","2","0"
"2015","Montreal Masters 1000","R32","Jo-Wilfried Tsonga","Roberto Bautista Agut","W","5-7, 7-6, 7-5","2","1"
"2015","Metz Masters 250","F","Jo-Wilfried Tsonga","Gilles Simon","W","7-6, 1-6, 6-2","2","1"
"2014","Australian Open","R32","Jo-Wilfried Tsonga","Gilles Simon","W","7-6(5), 6-4, 6-2","3","0"
"2013","Metz Masters 250","F","Jo-Wilfried Tsonga","Gilles Simon","L","4-6, 3-6","0","2"
"2013","Marseille Masters 250","S","Jo-Wilfried Tsonga","Gilles Simon","W","6-2, 6-2","2","0"
"2012","Monte Carlo Masters 1000","Q","Jo-Wilfried Tsonga","Gilles Simon","L","5-7, 4-6","0","2"
"2010","Montpellier Masters 250","Q","Jo-Wilfried Tsonga","Gilles Simon","W","6-3, 6-7(0), 6-3","2","1"
"2009","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Gilles Simon","W","6-2, 6-3","2","0"
"2009","Montreal Masters 1000","R16","Jo-Wilfried Tsonga","Gilles Simon","W","6-3, 6-3","2","0"
"2009","Miami Masters 1000","R16","Jo-Wilfried Tsonga","Gilles Simon","W","6-7(4), 6-3, 6-2","2","1"
"2008","Casablanca Masters 250","S","Jo-Wilfried Tsonga","Gilles Simon","L","WO","0","0"
"2008","Rome Masters 1000","R64","Jo-Wilfried Tsonga","Gilles Simon","L","2-6, 6-4, 6-7","1","2"
"2015","Shanghai Masters 1000","Q","Jo-Wilfried Tsonga","Kevin Anderson","W","7-6, 5-7, 6-4","2","1"
"2014","Rome Masters 1000","R32","Jo-Wilfried Tsonga","Kevin Anderson","W","7-6(14), 7-6(5)","2","0"
"2015","US Open","R16","Jo-Wilfried Tsonga","Benoit Paire","W","6-4, 6-3, 6-4","3","0"
"2012","Shanghai Masters 1000","R32","Jo-Wilfried Tsonga","Benoit Paire","W","7-6(7), 7-5","2","0"
"2011","Marseille Masters 250","R32","Jo-Wilfried Tsonga","Benoit Paire","W","6-1, 6-2","2","0"
"2015","Montreal Masters 1000","R16","Jo-Wilfried Tsonga","Bernard Tomic","W","7-6, 6-3","2","0"
"2013","Marseille Masters 250","Q","Jo-Wilfried Tsonga","Bernard Tomic","W","4-6, 6-3, 7-6(10)","2","1"
"2011","Montreal Masters 1000","R32","Jo-Wilfried Tsonga","Bernard Tomic","W","6-3, 7-6(1)","2","0"
"2012","Beijing Masters 500","S","Jo-Wilfried Tsonga","Feliciano Lopez","W","6-1, 4-1 RET","2","0"
"2010","Shanghai Masters 1000","R64","Jo-Wilfried Tsonga","Feliciano Lopez","W","7-6(4), 6-3","2","0"
"2009","Marseille Masters 250","Q","Jo-Wilfried Tsonga","Feliciano Lopez","W","6-2, 6-7(1), 6-4","2","1"
"2007","Wimbledon","R32","Jo-Wilfried Tsonga","Feliciano Lopez","W","6-3, 7-6(4), 6-3","3","0"
"2013","Roland Garros","R16","Jo-Wilfried Tsonga","Viktor Troicki","W","6-3, 6-3, 6-3","3","0"
"2013","Miami Masters 1000","R64","Jo-Wilfried Tsonga","Viktor Troicki","W","7-6(6), 6-3","2","0"
"2012","Rome Masters 1000","R32","Jo-Wilfried Tsonga","Viktor Troicki","W","6-3, 6-2","2","0"
"2010","Moscow Masters 250","R16","Jo-Wilfried Tsonga","Viktor Troicki","L","6-3, 3-6, 5-7","1","2"
"2010","Rome Masters 1000","R32","Jo-Wilfried Tsonga","Viktor Troicki","W","6-2, 6-3","2","0"
"2009","Bangkok Masters 250","S","Jo-Wilfried Tsonga","Viktor Troicki","L","6-1, 2-6, 3-6","1","2"
"2008","Tokyo Masters 500","R16","Jo-Wilfried Tsonga","Viktor Troicki","L","7-5, 1-2 RET","1","1"
"2011","Estoril/Oeiras Masters 250","R16","Jo-Wilfried Tsonga","Pablo Cuevas","L","2-6, 6-7","0","2"
"2016","Auckland Masters 250","R16","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2015","Metz Masters 250","S","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2014","Monte Carlo Masters 1000","R32","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","6-4, 1-6, 6-4","2","1"
"2012","Wimbledon","Q","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","7-6(5), 4-6, 7-6(3), 6-2","3","1"
"2012","Monte Carlo Masters 1000","R32","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","6-2, 6-4","2","0"
"2012","Miami Masters 1000","R32","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","6-4, 7-6(2)","2","0"
"2010","Miami Masters 1000","R32","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","6-2, 7-5","2","0"
"2007","Metz Masters 250","R16","Jo-Wilfried Tsonga","Philipp Kohlschreiber","W","5-7, 7-6(5), 6-3","2","1"
"2015","Madrid Masters 1000","R32","Jo-Wilfried Tsonga","Jack Sock","W","6-3, 1-6, 7-6(4)","2","1"
"2014","Rome Masters 1000","R64","Jo-Wilfried Tsonga","Alexandr Dolgopolov","W","6-3, 7-6(5)","2","0"
"2012","Madrid Masters 1000","R16","Jo-Wilfried Tsonga","Alexandr Dolgopolov","L","5-7, 6-3, 6-7","1","2"
"2011","Metz Masters 250","S","Jo-Wilfried Tsonga","Alexandr Dolgopolov","W","6-4, 6-4","2","0"
"2011","Miami Masters 1000","R32","Jo-Wilfried Tsonga","Alexandr Dolgopolov","L","7-6, 4-6, 5-7","1","2"
"2011","Australian Open","R32","Jo-Wilfried Tsonga","Alexandr Dolgopolov","L","6-3, 3-6, 6-3, 1-6, 1-6","2","3"
"2010","Wimbledon","R64","Jo-Wilfried Tsonga","Alexandr Dolgopolov","W","6-4, 6-4, 6-7(5), 5-7, 10-8","3","2"
"2015","Wimbledon","R32","Jo-Wilfried Tsonga","Ivo Karlovic","L","6-7, 6-4, 6-7, 6-7","1","3"
"2009","Wimbledon","R32","Jo-Wilfried Tsonga","Ivo Karlovic","L","6-7, 7-6, 5-7, 6-7","1","3"
"2016","Auckland Masters 250","Q","Jo-Wilfried Tsonga","Fabio Fognini","W","7-5, 7-6","2","0"
"2014","Monte Carlo Masters 1000","R16","Jo-Wilfried Tsonga","Fabio Fognini","W","5-7, 6-3, 6-0","2","1"
"2012","Roland Garros","R32","Jo-Wilfried Tsonga","Fabio Fognini","W","7-5, 6-4, 6-4","3","0"
"2011","Montreal Masters 1000","R64","Jo-Wilfried Tsonga","Fabio Fognini","W","6-4, 7-6(0)","2","0"
"2014","Toronto Masters 1000","R32","Jo-Wilfried Tsonga","Jeremy Chardy","W","7-6(6), 6-4","2","0"
"2013","Roland Garros","R32","Jo-Wilfried Tsonga","Jeremy Chardy","W","6-1, 6-2, 7-5","3","0"
"2012","Toronto Masters 1000","R32","Jo-Wilfried Tsonga","Jeremy Chardy","L","4-6, 6-7","0","2"
"2009","Johannesburg Masters 250","F","Jo-Wilfried Tsonga","Jeremy Chardy","W","6-4, 7-6(5)","2","0"
"2015","Winston-Salem Masters 250","R16","Jo-Wilfried Tsonga","Steve Johnson","L","3-6, 6-4, 6-7","1","2"
"2014","Toronto Masters 1000","S","Jo-Wilfried Tsonga","Grigor Dimitrov","W","6-4, 6-3","2","0"
"2011","Beijing Masters 500","R32","Jo-Wilfried Tsonga","Grigor Dimitrov","W","7-6(5), 7-5","2","0"
"2011","Wimbledon","R64","Jo-Wilfried Tsonga","Grigor Dimitrov","W","6-7(4), 6-4, 6-4, 7-6(8)","3","1"
"2011","Rotterdam Masters 500","R32","Jo-Wilfried Tsonga","Grigor Dimitrov","W","6-4, 6-4","2","0"
"2016","Indian Wells Masters 1000","R32","Jo-Wilfried Tsonga","Sam Querrey","W","6-3, 6-4","2","0"
"2015","Rome Masters 1000","R64","Jo-Wilfried Tsonga","Sam Querrey","W","7-6(6), 6-0","2","0"
"2014","Wimbledon","R64","Jo-Wilfried Tsonga","Sam Querrey","W","4-6, 7-6(2), 6-7(4), 6-3, 14-12","3","2"
"2011","Valencia Masters 500","R16","Jo-Wilfried Tsonga","Sam Querrey","L","6-7, 2-6","0","2"
"2010","Shanghai Masters 1000","R32","Jo-Wilfried Tsonga","Sam Querrey","W","7-6(7), 6-1","2","0"
"2014","Australian Open","R64","Jo-Wilfried Tsonga","Thomaz Bellucci","W","7-6(6), 6-4, 6-4","3","0"
"2012","Winston-Salem Masters 250","R32","Jo-Wilfried Tsonga","Thomaz Bellucci","W","6-3, 7-6(3)","2","0"
"2016","Australian Open","R128","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-4, 4-6, 6-4, 6-2","3","1"
"2014","Miami Masters 1000","R32","Jo-Wilfried Tsonga","Marcos Baghdatis","W","4-6, 7-6(6), 7-5","2","1"
"2012","Stockholm Masters 250","S","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-4, 4-6, 5-2 RET","2","1"
"2012","Shanghai Masters 1000","R16","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-2, 7-6(2)","2","0"
"2012","Dubai Masters 500","R32","Jo-Wilfried Tsonga","Marcos Baghdatis","W","7-6(2), 6-4","2","0"
"2011","Rome Masters 1000","R64","Jo-Wilfried Tsonga","Marcos Baghdatis","W","6-3, 6-2","2","0"
"2012","Roland Garros","R128","Jo-Wilfried Tsonga","Andrey Kuznetsov","W","1-6, 6-3, 6-2, 6-4","3","1"
"2015","Wimbledon","R128","Jo-Wilfried Tsonga","Gilles Muller","W","7-6, 6-7, 6-4, 3-6, 6-2","3","2"
"2014","Metz Masters 250","R16","Jo-Wilfried Tsonga","Gilles Muller","W","7-6(7), 6-4","2","0"
"2015","Montreal Masters 1000","R64","Jo-Wilfried Tsonga","Borna Coric","W","6-4, 6-4","2","0"
"2012","Metz Masters 250","F","Jo-Wilfried Tsonga","Andreas Seppi","W","6-1, 6-2","2","0"
"2011","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Andreas Seppi","W","6-3, 6-4","2","0"
"2011","Australian Open","R64","Jo-Wilfried Tsonga","Andreas Seppi","W","6-3, 7-6(1), 7-6(5)","3","0"
"2008","Sydney Masters 250","R32","Jo-Wilfried Tsonga","Andreas Seppi","L","6-3, 3-6, 2-6","1","2"
"2016","Monte Carlo Masters 1000","R32","Jo-Wilfried Tsonga","Pablo Carreno Busta","W","7-6, 7-6","2","0"
"2014","US Open","R32","Jo-Wilfried Tsonga","Pablo Carreno Busta","W","6-4, 6-4, 6-4","3","0"
"2012","US Open","R64","Jo-Wilfried Tsonga","Martin Klizan","L","4-6, 6-1, 1-6, 3-6","1","3"
"2016","Buenos Aires Masters 250","Q","Jo-Wilfried Tsonga","Nicolas Almagro","L","2-6, 5-7","0","2"
"2012","Paris Masters 1000","R16","Jo-Wilfried Tsonga","Nicolas Almagro","W","7-6(4), 7-6(3)","2","0"
"2011","Montreal Masters 1000","Q","Jo-Wilfried Tsonga","Nicolas Almagro","W","6-4, 6-4","2","0"
"2011","Madrid Masters 1000","R64","Jo-Wilfried Tsonga","Nicolas Almagro","W","6-1, 6-3","2","0"
"2010","Barcelona Masters 500","R16","Jo-Wilfried Tsonga","Nicolas Almagro","W","5-7, 6-1, 6-4","2","1"
"2010","Monte Carlo Masters 1000","R32","Jo-Wilfried Tsonga","Nicolas Almagro","W","7-6(5), 7-5","2","0"
"2010","Australian Open","R16","Jo-Wilfried Tsonga","Nicolas Almagro","W","6-3, 6-4, 4-6, 6-7(6), 9-7","3","2"
"2015","Metz Masters 250","Q","Jo-Wilfried Tsonga","Nicolas Mahut","W","6-7, 6-3, 7-5","2","1"
"2012","Marseille Masters 250","R16","Jo-Wilfried Tsonga","Nicolas Mahut","W","6-3, 6-2","2","0"
"2011","Metz Masters 250","Q","Jo-Wilfried Tsonga","Nicolas Mahut","W","4-6, 6-3, 7-5","2","1"
"2008","Hamburg Masters 1000","R64","Jo-Wilfried Tsonga","Nicolas Mahut","W","0-6, 7-6(5), 6-2","2","1"
"2016","Buenos Aires Masters 250","R16","Jo-Wilfried Tsonga","Leonardo Mayer","W","6-1, 6-2","2","0"
"2016","Madrid Masters 1000","R16","Tomas Berdych","David Ferrer","W","7-6, 7-5","2","0"
"2015","Doha Masters 250","F","Tomas Berdych","David Ferrer","L","4-6, 5-7","0","2"
"2014","Australian Open","Q","Tomas Berdych","David Ferrer","W","6-1, 6-4, 2-6, 6-4","3","1"
"2013","ATP WT Finals","RR","Tomas Berdych","David Ferrer","W","6-4, 6-4","2","0"
"2013","Paris Masters 1000","Q","Tomas Berdych","David Ferrer","L","6-4, 5-7, 3-6","1","2"
"2011","ATP WT Finals","RR","Tomas Berdych","David Ferrer","W","3-6, 7-5, 6-1","2","1"
"2010","Kuala Lumpur Masters 250","Q","Tomas Berdych","David Ferrer","L","6-4, 5-7, 4-6","1","2"
"2007","Paris Masters 1000","R16","Tomas Berdych","David Ferrer","L","4-6, 2-6","0","2"
"2006","Stuttgart Masters 500","S","Tomas Berdych","David Ferrer","L","3-6, 5-7","0","2"
"2005","Hamburg Masters 1000","R64","Tomas Berdych","David Ferrer","W","6-2, 2-6, 6-3","2","1"
"2004","Palermo Masters 250","S","Tomas Berdych","David Ferrer","W","7-5, 6-4","2","0"
"2004","Gstaad Masters 250","R32","Tomas Berdych","David Ferrer","L","6-2, 3-6, 4-6","1","2"
"2016","Indian Wells Masters 1000","R16","Tomas Berdych","Milos Raonic","L","4-6, 6-7","0","2"
"2015","Monte Carlo Masters 1000","Q","Tomas Berdych","Milos Raonic","W","5-2 RET","1","0"
"2014","Paris Masters 1000","S","Tomas Berdych","Milos Raonic","L","3-6, 6-3, 5-7","1","2"
"2013","Paris Masters 1000","R16","Tomas Berdych","Milos Raonic","W","7-6(13), 6-4","2","0"
"2013","Bangkok Masters 250","F","Tomas Berdych","Milos Raonic","L","6-7, 3-6","0","2"
"2012","Cincinnati Masters 1000","R16","Tomas Berdych","Milos Raonic","L","4-6, 6-2, 2-6","1","2"
"2014","ATP WT Finals","RR","Tomas Berdych","Marin Cilic","W","6-3, 6-1","2","0"
"2014","US Open","Q","Tomas Berdych","Marin Cilic","L","2-6, 4-6, 6-7","0","3"
"2014","Wimbledon","R32","Tomas Berdych","Marin Cilic","L","6-7, 4-6, 6-7","0","3"
"2014","Rotterdam Masters 500","F","Tomas Berdych","Marin Cilic","W","6-4, 6-2","2","0"
"2013","London Masters 250","Q","Tomas Berdych","Marin Cilic","L","5-7, 6-7","0","2"
"2012","Monte Carlo Masters 1000","R32","Tomas Berdych","Marin Cilic","W","7-6(3), 6-1","2","0"
"2011","Beijing Masters 500","F","Tomas Berdych","Marin Cilic","W","3-6, 6-4, 6-1","2","1"
"2011","Marseille Masters 250","Q","Tomas Berdych","Marin Cilic","L","3-6, 4-6","0","2"
"2009","Shanghai Masters 1000","R64","Tomas Berdych","Marin Cilic","W","7-6(8), 3-6, 6-4","2","1"
"2016","Miami Masters 1000","R16","Tomas Berdych","Richard Gasquet","W","6-4, 3-6, 7-5","2","1"
"2015","US Open","R16","Tomas Berdych","Richard Gasquet","L","6-2, 3-6, 4-6, 1-6","1","3"
"2015","Madrid Masters 1000","R32","Tomas Berdych","Richard Gasquet","W","7-6(3), 7-5","2","0"
"2015","Doha Masters 250","Q","Tomas Berdych","Richard Gasquet","W","6-2, 6-1","2","0"
"2014","Shanghai Masters 1000","R32","Tomas Berdych","Richard Gasquet","W","6-3, 6-1","2","0"
"2013","Miami Masters 1000","Q","Tomas Berdych","Richard Gasquet","L","3-6, 3-6","0","2"
"2013","Indian Wells Masters 1000","R16","Tomas Berdych","Richard Gasquet","W","6-1, 7-5","2","0"
"2012","Toronto Masters 1000","R16","Tomas Berdych","Richard Gasquet","L","4-6, 2-6","0","2"
"2011","Rome Masters 1000","Q","Tomas Berdych","Richard Gasquet","L","6-4, 2-6, 4-6","1","2"
"2011","Australian Open","R32","Tomas Berdych","Richard Gasquet","W","6-2, 7-6(3), 6-2","3","0"
"2010","Monte Carlo Masters 1000","R32","Tomas Berdych","Richard Gasquet","W","6-2, 6-0","2","0"
"2007","Tokyo Masters 500","S","Tomas Berdych","Richard Gasquet","L","6-7, 3-6","0","2"
"2006","Toronto Masters 1000","Q","Tomas Berdych","Richard Gasquet","L","4-6, 1-6","0","2"
"2016","Rome Masters 1000","R16","Tomas Berdych","David Goffin","L","0-6, 0-6","0","2"
"2016","Marseille Masters 250","Q","Tomas Berdych","David Goffin","W","6-3, 6-4","2","0"
"2012","US Open","R128","Tomas Berdych","David Goffin","W","7-5, 6-3, 6-3","3","0"
"2015","Monte Carlo Masters 1000","S","Tomas Berdych","Gael Monfils","W","6-1, 6-4","2","0"
"2015","Miami Masters 1000","R16","Tomas Berdych","Gael Monfils","W","6-3, 3-2 RET","2","0"
"2015","Rotterdam Masters 500","Q","Tomas Berdych","Gael Monfils","W","6-1, 6-4","2","0"
"2013","Roland Garros","R128","Tomas Berdych","Gael Monfils","L","6-7, 4-6, 7-6, 7-6, 5-7","2","3"
"2012","Madrid Masters 1000","R16","Tomas Berdych","Gael Monfils","W","6-1, 6-1","2","0"
"2012","Montpellier Masters 250","F","Tomas Berdych","Gael Monfils","W","6-2, 4-6, 6-3","2","1"
"2008","Dubai Masters 500","R32","Tomas Berdych","Gael Monfils","W","6-3, 6-2","2","0"
"2014","US Open","R16","Tomas Berdych","Dominic Thiem","W","6-1, 6-2, 6-4","3","0"
"2015","Madrid Masters 1000","Q","Tomas Berdych","John Isner","W","3-6, 7-6(7), 7-6(1)","2","1"
"2014","Beijing Masters 500","Q","Tomas Berdych","John Isner","W","6-1, 6-4","2","0"
"2014","Roland Garros","R16","Tomas Berdych","John Isner","W","6-4, 6-4, 6-4","3","0"
"2014","Miami Masters 1000","R16","Tomas Berdych","John Isner","W","6-3, 7-5","2","0"
"2013","Beijing Masters 500","Q","Tomas Berdych","John Isner","W","7-5, 6-2","2","0"
"2012","Winston-Salem Masters 250","F","Tomas Berdych","John Isner","L","6-3, 4-6, 6-7","1","2"
"2010","Roland Garros","R32","Tomas Berdych","John Isner","W","6-2, 6-2, 6-1","3","0"
"2009","Washington Masters 500","Q","Tomas Berdych","John Isner","L","3-6, 7-6, 2-6","1","2"
"2016","Australian Open","R16","Tomas Berdych","Roberto Bautista Agut","W","4-6, 6-4, 6-3, 1-6, 6-3","3","2"
"2015","Monte Carlo Masters 1000","R16","Tomas Berdych","Roberto Bautista Agut","W","7-6(7), 6-4","2","0"
"2014","Roland Garros","R32","Tomas Berdych","Roberto Bautista Agut","W","6-1, 6-2, 6-7(4), 6-4","3","1"
"2014","Indian Wells Masters 1000","R64","Tomas Berdych","Roberto Bautista Agut","L","6-4, 2-6, 4-6","1","2"
"2013","Bangkok Masters 250","R16","Tomas Berdych","Roberto Bautista Agut","W","6-3, 6-3","2","0"
"2013","Chennai Masters 250","Q","Tomas Berdych","Roberto Bautista Agut","L","5-7, 6-2, 3-6","1","2"
"2013","Chennai Masters 250","Q","Tomas Berdych","Roberto Bautista Agut","L","5-7, 6-2, 3-6","1","2"
"2015","Shanghai Masters 1000","R16","Tomas Berdych","Gilles Simon","W","6-3, 6-3","2","0"
"2015","Wimbledon","R16","Tomas Berdych","Gilles Simon","L","3-6, 3-6, 2-6","0","3"
"2015","Rotterdam Masters 500","S","Tomas Berdych","Gilles Simon","W","6-2, 6-1","2","0"
"2014","Shanghai Masters 1000","Q","Tomas Berdych","Gilles Simon","L","6-7, 6-4, 0-6","1","2"
"2013","Bangkok Masters 250","S","Tomas Berdych","Gilles Simon","W","6-7(5), 6-2, 7-5","2","1"
"2012","Paris Masters 1000","Q","Tomas Berdych","Gilles Simon","L","4-6, 4-6","0","2"
"2009","Valencia Masters 500","R16","Tomas Berdych","Gilles Simon","L","4-6, 6-4, 3-6","1","2"
"2009","Shanghai Masters 1000","R16","Tomas Berdych","Gilles Simon","L","3-6, 4-6","0","2"
"2008","Sydney Masters 250","R16","Tomas Berdych","Gilles Simon","W","7-6(3), 6-2","2","0"
"2006","Monte Carlo Masters 1000","R32","Tomas Berdych","Gilles Simon","L","6-7, 7-6, 4-6","1","2"
"2006","Australian Open","R64","Tomas Berdych","Gilles Simon","L","3-6, 2-6, 6-4, 2-6","1","3"
"2014","Paris Masters 1000","Q","Tomas Berdych","Kevin Anderson","W","6-7(4), 6-4, 6-4","2","1"
"2014","Madrid Masters 1000","R32","Tomas Berdych","Kevin Anderson","W","6-1, 6-4","2","0"
"2014","Australian Open","R16","Tomas Berdych","Kevin Anderson","W","6-2, 6-2, 6-3","3","0"
"2013","Wimbledon","R32","Tomas Berdych","Kevin Anderson","W","3-6, 6-3, 6-4, 7-5","3","1"
"2013","Rome Masters 1000","R16","Tomas Berdych","Kevin Anderson","W","7-5, 6-2","2","0"
"2013","Madrid Masters 1000","R16","Tomas Berdych","Kevin Anderson","W","7-6(5), 7-5","2","0"
"2013","Indian Wells Masters 1000","Q","Tomas Berdych","Kevin Anderson","W","6-4, 6-4","2","0"
"2013","Australian Open","R16","Tomas Berdych","Kevin Anderson","W","6-3, 6-2, 7-6(13)","3","0"
"2012","Paris Masters 1000","R16","Tomas Berdych","Kevin Anderson","W","1-6, 6-3, 6-4","2","1"
"2012","Roland Garros","R32","Tomas Berdych","Kevin Anderson","W","6-4, 3-6, 6-7(4), 6-4, 6-4","3","2"
"2012","Madrid Masters 1000","R32","Tomas Berdych","Kevin Anderson","W","6-4, 6-3","2","0"
"2012","Australian Open","R32","Tomas Berdych","Kevin Anderson","W","7-6(5), 7-6(1), 6-1","3","0"
"2016","Dubai Masters 500","Q","Tomas Berdych","Nick Kyrgios","L","4-6, 4-6","0","2"
"2016","Marseille Masters 250","S","Tomas Berdych","Nick Kyrgios","L","4-6, 2-6","0","2"
"2016","Australian Open","R32","Tomas Berdych","Nick Kyrgios","W","6-3, 6-4, 1-6, 6-4","3","1"
"2015","Roland Garros","R32","Tomas Berdych","Benoit Paire","W","6-1, 6-7(5), 6-3, 6-4","3","1"
"2012","Tokyo Masters 500","R32","Tomas Berdych","Benoit Paire","W","6-1, 7-6(6)","2","0"
"2015","Miami Masters 1000","R32","Tomas Berdych","Bernard Tomic","W","6-7(4), 7-6(3), 6-1","2","1"
"2015","Australian Open","R16","Tomas Berdych","Bernard Tomic","W","6-2, 7-6(3), 6-2","3","0"
"2014","Wimbledon","R64","Tomas Berdych","Bernard Tomic","W","4-6, 7-6(5), 7-6(3), 6-1","3","1"
"2013","Wimbledon","R16","Tomas Berdych","Bernard Tomic","W","7-6(4), 6-7(5), 6-4, 6-4","3","1"
"2014","Paris Masters 1000","R16","Tomas Berdych","Feliciano Lopez","W","7-5, 6-3","2","0"
"2014","Beijing Masters 500","R32","Tomas Berdych","Feliciano Lopez","W","6-1, 6-2","2","0"
"2014","Toronto Masters 1000","R16","Tomas Berdych","Feliciano Lopez","L","6-3, 3-6, 4-6","1","2"
"2014","London Masters 250","Q","Tomas Berdych","Feliciano Lopez","L","4-6, 6-7","0","2"
"2013","Shanghai Masters 1000","R32","Tomas Berdych","Feliciano Lopez","W","7-6(5), 6-2","2","0"
"2011","Shanghai Masters 1000","R16","Tomas Berdych","Feliciano Lopez","L","4-6, 4-6","0","2"
"2010","Monte Carlo Masters 1000","R64","Tomas Berdych","Feliciano Lopez","W","6-3, 6-1","2","0"
"2008","Dubai Masters 500","R16","Tomas Berdych","Feliciano Lopez","L","2-6, 5-7","0","2"
"2007","Basel Masters 250","R32","Tomas Berdych","Feliciano Lopez","W","7-6(4), 3-6, 6-3","2","1"
"2007","Stuttgart Masters 500","R16","Tomas Berdych","Feliciano Lopez","L","0-6, 3-6","0","2"
"2006","Roland Garros","R128","Tomas Berdych","Feliciano Lopez","W","6-2, 6-4, 6-3","3","0"
"2015","Australian Open","R32","Tomas Berdych","Viktor Troicki","W","6-4, 6-3, 6-4","3","0"
"2014","Beijing Masters 500","R16","Tomas Berdych","Viktor Troicki","W","6-3, 6-4","2","0"
"2012","Halle Masters 250","R16","Tomas Berdych","Viktor Troicki","W","6-3, 6-2","2","0"
"2011","Halle Masters 250","Q","Tomas Berdych","Viktor Troicki","W","7-6(3), 6-1","2","0"
"2010","Indian Wells Masters 1000","R16","Tomas Berdych","Viktor Troicki","W","6-1, 6-3","2","0"
"2009","Indian Wells Masters 1000","R64","Tomas Berdych","Viktor Troicki","L","3-6, 1-6","0","2"
"2015","Beijing Masters 500","R32","Tomas Berdych","Pablo Cuevas","L","4-6, 4-6","0","2"
"2014","Dubai Masters 500","S","Tomas Berdych","Philipp Kohlschreiber","W","7-5, 7-5","2","0"
"2012","Montpellier Masters 250","S","Tomas Berdych","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2011","Beijing Masters 500","R16","Tomas Berdych","Philipp Kohlschreiber","W","6-2, 6-0","2","0"
"2011","Australian Open","R64","Tomas Berdych","Philipp Kohlschreiber","W","4-6, 6-2, 6-3, 6-4","3","1"
"2009","Montreal Masters 1000","R64","Tomas Berdych","Philipp Kohlschreiber","L","6-7, 7-6, 4-6","1","2"
"2006","Adelaide Masters 250","Q","Tomas Berdych","Philipp Kohlschreiber","W","6-1, 6-4","2","0"
"2005","US Open","R128","Tomas Berdych","Philipp Kohlschreiber","W","7-6(6), 7-6(4), 6-4","3","0"
"2005","Stuttgart Masters 500","R32","Tomas Berdych","Philipp Kohlschreiber","W","7-6, 1-6, 6-3","2","1"
"2015","Stockholm Masters 250","F","Tomas Berdych","Jack Sock","W","7-6, 6-2","2","0"
"2015","Shanghai Masters 1000","R32","Tomas Berdych","Jack Sock","W","7-6, 4-6, 6-4","2","1"
"2015","Cincinnati Masters 1000","Q","Tomas Berdych","Alexandr Dolgopolov","L","4-6, 2-6","0","2"
"2014","Miami Masters 1000","Q","Tomas Berdych","Alexandr Dolgopolov","W","6-4, 7-6(3)","2","0"
"2013","Montreal Masters 1000","R32","Tomas Berdych","Alexandr Dolgopolov","W","6-3, 6-4","2","0"
"2011","Montreal Masters 1000","R32","Tomas Berdych","Alexandr Dolgopolov","W","4-6, 6-2, 6-3","2","1"
"2010","Toronto Masters 1000","R16","Tomas Berdych","Alexandr Dolgopolov","W","6-3, 6-7(5), 6-4","2","1"
"2015","Halle Masters 500","Q","Tomas Berdych","Ivo Karlovic","L","5-7, 7-6, 3-6","1","2"
"2014","Shanghai Masters 1000","R16","Tomas Berdych","Ivo Karlovic","W","6-3, 6-4","2","0"
"2014","Doha Masters 250","R32","Tomas Berdych","Ivo Karlovic","L","6-7, 6-7","0","2"
"2013","Basel Masters 500","R32","Tomas Berdych","Ivo Karlovic","L","6-4, 6-7, 6-7","1","2"
"2011","Montreal Masters 1000","R16","Tomas Berdych","Ivo Karlovic","W","6-3, 7-6(2)","2","0"
"2008","Rotterdam Masters 500","R16","Tomas Berdych","Ivo Karlovic","L","4-6, 4-6","0","2"
"2007","Basel Masters 250","Q","Tomas Berdych","Ivo Karlovic","L","7-6, 6-7, 6-7","1","2"
