"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2004","Estoril Masters 250","R16","Richard Gasquet","Rafael Nadal","L","4-6, 6-3, 2-6","1","2"
"2016","Rome Masters 1000","R16","Richard Gasquet","Kei Nishikori","L","1-6, 4-6","0","2"
"2016","Madrid Masters 1000","R16","Richard Gasquet","Kei Nishikori","L","4-6, 5-7","0","2"
"2015","Paris Masters 1000","R16","Richard Gasquet","Kei Nishikori","W","7-6, 4-1 RET","2","0"
"2014","Washington Masters 500","Q","Richard Gasquet","Kei Nishikori","W","6-1, 6-4","2","0"
"2013","Paris Masters 1000","R16","Richard Gasquet","Kei Nishikori","W","6-3, 6-2","2","0"
"2013","Montreal Masters 1000","R16","Richard Gasquet","Kei Nishikori","W","1-6, 6-3, 6-3","2","1"
"2010","London Masters 250","R64","Richard Gasquet","Kei Nishikori","W","6-3, 6-3","2","0"
"2008","Tokyo Masters 500","R16","Richard Gasquet","Kei Nishikori","W","6-1, 6-2","2","0"
"2013","Australian Open","R16","Richard Gasquet","Jo-Wilfried Tsonga","L","4-6, 6-3, 3-6, 2-6","1","3"
"2009","Tokyo Masters 500","R16","Richard Gasquet","Jo-Wilfried Tsonga","L","6-4, 2-6, 2-6","1","2"
"2009","Rome Masters 1000","R64","Richard Gasquet","Jo-Wilfried Tsonga","W","7-6(2), 6-4","2","0"
"2009","Brisbane Masters 250","Q","Richard Gasquet","Jo-Wilfried Tsonga","W","1-6, 6-4, 6-2","2","1"
"2008","Australian Open","R16","Richard Gasquet","Jo-Wilfried Tsonga","L","2-6, 7-6, 6-7, 3-6","1","3"
"2007","Paris Masters 1000","R32","Richard Gasquet","Jo-Wilfried Tsonga","W","7-5, 7-6(3)","2","0"
"2007","Lyon Masters 250","R16","Richard Gasquet","Jo-Wilfried Tsonga","L","4-6, 4-6","0","2"
"2007","Wimbledon","R16","Richard Gasquet","Jo-Wilfried Tsonga","W","6-4, 6-3, 6-4","3","0"
"2016","Miami Masters 1000","R16","Richard Gasquet","Tomas Berdych","L","4-6, 6-3, 5-7","1","2"
"2015","US Open","R16","Richard Gasquet","Tomas Berdych","W","2-6, 6-3, 6-4, 6-1","3","1"
"2015","Madrid Masters 1000","R32","Richard Gasquet","Tomas Berdych","L","6-7, 5-7","0","2"
"2015","Doha Masters 250","Q","Richard Gasquet","Tomas Berdych","L","2-6, 1-6","0","2"
"2014","Shanghai Masters 1000","R32","Richard Gasquet","Tomas Berdych","L","3-6, 1-6","0","2"
"2013","Miami Masters 1000","Q","Richard Gasquet","Tomas Berdych","W","6-3, 6-3","2","0"
"2013","Indian Wells Masters 1000","R16","Richard Gasquet","Tomas Berdych","L","1-6, 5-7","0","2"
"2012","Toronto Masters 1000","R16","Richard Gasquet","Tomas Berdych","W","6-4, 6-2","2","0"
"2011","Rome Masters 1000","Q","Richard Gasquet","Tomas Berdych","W","4-6, 6-2, 6-4","2","1"
"2011","Australian Open","R32","Richard Gasquet","Tomas Berdych","L","2-6, 6-7, 2-6","0","3"
"2010","Monte Carlo Masters 1000","R32","Richard Gasquet","Tomas Berdych","L","2-6, 0-6","0","2"
"2007","Tokyo Masters 500","S","Richard Gasquet","Tomas Berdych","W","7-6(3), 6-3","2","0"
"2006","Toronto Masters 1000","Q","Richard Gasquet","Tomas Berdych","W","6-4, 6-1","2","0"
"2015","Rome Masters 1000","R32","Richard Gasquet","David Ferrer","L","4-6, 5-7","0","2"
"2013","Beijing Masters 500","Q","Richard Gasquet","David Ferrer","W","6-3, 6-4","2","0"
"2013","US Open","Q","Richard Gasquet","David Ferrer","W","6-3, 6-1, 4-6, 2-6, 6-3","3","2"
"2012","US Open","R16","Richard Gasquet","David Ferrer","L","5-7, 6-7, 4-6","0","3"
"2012","Rome Masters 1000","Q","Richard Gasquet","David Ferrer","L","6-7, 3-6","0","2"
"2012","Australian Open","R16","Richard Gasquet","David Ferrer","L","4-6, 4-6, 1-6","0","3"
"2009","Shanghai Masters 1000","R64","Richard Gasquet","David Ferrer","L","4-6, 3-6","0","2"
"2009","Dubai Masters 500","S","Richard Gasquet","David Ferrer","L","2-6, 2-6","0","2"
"2008","Toronto Masters 1000","R16","Richard Gasquet","David Ferrer","W","6-3, 6-3","2","0"
"2007","ATP WT Finals","RR","Richard Gasquet","David Ferrer","L","1-6, 1-6","0","2"
"2007","Tokyo Masters 500","F","Richard Gasquet","David Ferrer","L","1-6, 2-6","0","2"
"2004","Stuttgart Masters 500","R16","Richard Gasquet","David Ferrer","L","4-6, 2-6","0","2"
"2013","Bangkok Masters 250","S","Richard Gasquet","Milos Raonic","L","6-3, 5-7, 4-6","1","2"
"2013","US Open","R16","Richard Gasquet","Milos Raonic","W","6-7(4), 7-6(4), 2-6, 7-6(9), 7-5","3","2"
"2012","Cincinnati Masters 1000","R64","Richard Gasquet","Milos Raonic","L","6-7, 3-6","0","2"
"2016","Indian Wells Masters 1000","R16","Richard Gasquet","Marin Cilic","L","5-7, 7-5, 2-6","1","2"
"2015","Cincinnati Masters 1000","R16","Richard Gasquet","Marin Cilic","W","7-5, 6-3","2","0"
"2013","Monte Carlo Masters 1000","R16","Richard Gasquet","Marin Cilic","W","7-5, 6-4","2","0"
"2016","Miami Masters 1000","S","David Goffin","Novak Djokovic","L","6-7, 4-6","0","2"
"2015","Cincinnati Masters 1000","R16","David Goffin","Novak Djokovic","L","4-6, 6-2, 3-6","1","2"
"2013","Cincinnati Masters 1000","R16","David Goffin","Novak Djokovic","L","2-6, 0-6","0","2"
"2013","Roland Garros","R128","David Goffin","Novak Djokovic","L","6-7, 4-6, 5-7","0","3"
"2016","Australian Open","R16","David Goffin","Roger Federer","L","2-6, 1-6, 4-6","0","3"
"2015","Basel Masters 500","Q","David Goffin","Roger Federer","L","3-6, 6-3, 1-6","1","2"
"2014","Basel Masters 500","F","David Goffin","Roger Federer","L","2-6, 2-6","0","2"
"2012","Roland Garros","R16","David Goffin","Roger Federer","L","7-5, 5-7, 2-6, 4-6","1","3"
"2016","Rome Masters 1000","Q","David Goffin","Andy Murray","L","1-6, 5-7","0","2"
"2015","Paris Masters 1000","R16","David Goffin","Andy Murray","L","1-6, 0-6","0","2"
"2015","Rome Masters 1000","R16","David Goffin","Andy Murray","W","WO","0","0"
"2014","Wimbledon","R128","David Goffin","Andy Murray","L","1-6, 4-6, 5-7","0","3"
"2016","Indian Wells Masters 1000","R16","David Goffin","Stan Wawrinka","W","6-3, 5-7, 7-6","2","1"
"2015","Wimbledon","R16","David Goffin","Stan Wawrinka","L","6-7, 6-7, 4-6","0","3"
"2015","Chennai Masters 250","S","David Goffin","Stan Wawrinka","L","5-7, 3-6","0","2"
"2011","Chennai Masters 250","R16","David Goffin","Stan Wawrinka","L","6-7, 6-7","0","2"
"2015","Montreal Masters 1000","R16","David Goffin","Kei Nishikori","L","4-6, 4-6","0","2"
"2015","Madrid Masters 1000","R32","David Goffin","Kei Nishikori","L","2-6, 6-4, 4-6","1","2"
"2015","Miami Masters 1000","R16","David Goffin","Kei Nishikori","L","1-6, 2-6","0","2"
"2015","Rome Masters 1000","R32","David Goffin","Jo-Wilfried Tsonga","W","6-2, 4-6, 7-5","2","1"
"2015","Monte Carlo Masters 1000","R32","David Goffin","Jo-Wilfried Tsonga","L","3-6, 4-6","0","2"
"2014","Metz Masters 250","Q","David Goffin","Jo-Wilfried Tsonga","W","1-6, 7-6(5), 7-5","2","1"
"2014","London Masters 250","R32","David Goffin","Jo-Wilfried Tsonga","L","6-7, 2-6","0","2"
"2013","Wimbledon","R128","David Goffin","Jo-Wilfried Tsonga","L","6-7, 4-6, 3-6","0","3"
"2016","Rome Masters 1000","R16","David Goffin","Tomas Berdych","W","6-0, 6-0","2","0"
"2016","Marseille Masters 250","Q","David Goffin","Tomas Berdych","L","3-6, 4-6","0","2"
"2012","US Open","R128","David Goffin","Tomas Berdych","L","5-7, 3-6, 3-6","0","3"
"2015","Rome Masters 1000","Q","David Goffin","David Ferrer","L","2-6, 6-4, 3-6","1","2"
"2014","Paris Masters 1000","R32","David Goffin","David Ferrer","L","3-6, 6-2, 3-6","1","2"
"2016","Indian Wells Masters 1000","S","David Goffin","Milos Raonic","L","3-6, 6-3, 3-6","1","2"
"2014","Basel Masters 500","Q","David Goffin","Milos Raonic","W","6-7(3), 6-3, 6-4","2","1"
"2016","Indian Wells Masters 1000","Q","David Goffin","Marin Cilic","W","7-6, 6-2","2","0"
"2014","Paris Masters 1000","R16","Gael Monfils","Novak Djokovic","L","3-6, 6-7","0","2"
"2014","Toronto Masters 1000","R32","Gael Monfils","Novak Djokovic","L","2-6, 7-6, 6-7","1","2"
"2013","Shanghai Masters 1000","Q","Gael Monfils","Novak Djokovic","L","7-6, 2-6, 4-6","1","2"
"2011","Cincinnati Masters 1000","Q","Gael Monfils","Novak Djokovic","L","6-3, 4-6, 3-6","1","2"
"2011","Montreal Masters 1000","Q","Gael Monfils","Novak Djokovic","L","2-6, 1-6","0","2"
"2010","US Open","Q","Gael Monfils","Novak Djokovic","L","6-7, 1-6, 2-6","0","3"
"2009","Paris Masters 1000","F","Gael Monfils","Novak Djokovic","L","2-6, 7-5, 6-7","1","2"
"2006","Roland Garros","R16","Gael Monfils","Novak Djokovic","L","6-7, 6-7, 3-6","0","3"
"2005","US Open","R128","Gael Monfils","Novak Djokovic","L","5-7, 6-4, 6-7, 6-0, 5-7","2","3"
"2015","Roland Garros","R16","Gael Monfils","Roger Federer","L","3-6, 6-4, 4-6, 1-6","1","3"
"2015","Monte Carlo Masters 1000","R16","Gael Monfils","Roger Federer","W","6-4, 7-6(5)","2","0"
"2014","US Open","Q","Gael Monfils","Roger Federer","L","6-4, 6-3, 4-6, 5-7, 2-6","2","3"
"2014","Cincinnati Masters 1000","R16","Gael Monfils","Roger Federer","L","4-6, 6-4, 3-6","1","2"
"2013","Shanghai Masters 1000","R16","Gael Monfils","Roger Federer","W","6-4, 6-7(5), 6-3","2","1"
"2011","Roland Garros","Q","Gael Monfils","Roger Federer","L","4-6, 3-6, 6-7","0","3"
"2010","Paris Masters 1000","S","Gael Monfils","Roger Federer","W","7-6(7), 6-7(1), 7-6(4)","2","1"
"2009","Roland Garros","Q","Gael Monfils","Roger Federer","L","6-7, 2-6, 4-6","0","3"
"2008","Roland Garros","S","Gael Monfils","Roger Federer","L","2-6, 7-5, 3-6, 5-7","1","3"
"2008","Monte Carlo Masters 1000","R16","Gael Monfils","Roger Federer","L","3-6, 4-6","0","2"
"2008","Miami Masters 1000","R64","Gael Monfils","Roger Federer","L","3-6, 4-6","0","2"
"2006","Doha Masters 250","F","Gael Monfils","Roger Federer","L","3-6, 6-7","0","2"
"2014","Roland Garros","Q","Gael Monfils","Andy Murray","L","4-6, 1-6, 6-4, 6-1, 0-6","2","3"
"2010","Paris Masters 1000","Q","Gael Monfils","Andy Murray","W","6-2, 2-6, 6-3","2","1"
"2010","Toronto Masters 1000","R16","Gael Monfils","Andy Murray","L","2-6, 6-0, 3-6","1","2"
"2008","Madrid Masters 1000","Q","Gael Monfils","Andy Murray","L","2-6, 2-6","0","2"
"2006","Roland Garros","R128","Gael Monfils","Andy Murray","W","6-4, 6-7(2), 1-6, 6-2, 6-1","3","2"
"2006","Hamburg Masters 1000","R64","Gael Monfils","Andy Murray","L","4-6, 1-6","0","2"
"2011","Australian Open","R32","Gael Monfils","Stan Wawrinka","L","6-7, 2-6, 3-6","0","3"
"2010","Valencia Masters 500","R16","Gael Monfils","Stan Wawrinka","W","6-2, 6-4","2","0"
"2009","Tokyo Masters 500","Q","Gael Monfils","Stan Wawrinka","W","2-6, 6-3, 6-4","2","1"
"2007","New Haven Masters 250","R32","Gael Monfils","Stan Wawrinka","L","6-7, 4-6","0","2"
"2016","Monte Carlo Masters 1000","F","Gael Monfils","Rafael Nadal","L","5-7, 7-5, 0-6","1","2"
"2015","Stuttgart Masters 250","S","Gael Monfils","Rafael Nadal","L","3-6, 4-6","0","2"
"2014","Australian Open","R32","Gael Monfils","Rafael Nadal","L","1-6, 2-6, 3-6","0","3"
"2014","Doha Masters 250","F","Gael Monfils","Rafael Nadal","L","1-6, 7-6, 2-6","1","2"
"2012","Doha Masters 250","S","Gael Monfils","Rafael Nadal","W","6-3, 6-4","2","0"
"2012","Doha Masters 250","S","Gael Monfils","Rafael Nadal","W","6-3, 6-4","2","0"
"2011","Barcelona Masters 500","Q","Gael Monfils","Rafael Nadal","L","2-6, 2-6","0","2"
"2010","Tokyo Masters 500","F","Gael Monfils","Rafael Nadal","L","1-6, 5-7","0","2"
"2010","Madrid Masters 1000","Q","Gael Monfils","Rafael Nadal","L","1-6, 3-6","0","2"
"2009","US Open","R16","Gael Monfils","Rafael Nadal","L","7-6, 3-6, 1-6, 3-6","1","3"
"2009","Rotterdam Masters 500","S","Gael Monfils","Rafael Nadal","L","4-6, 4-6","0","2"
"2009","Doha Masters 250","Q","Gael Monfils","Rafael Nadal","W","6-4, 6-4","2","0"
"2008","Paris Masters 1000","R16","Gael Monfils","Rafael Nadal","L","3-6, 2-6","0","2"
"2006","Rome Masters 1000","S","Gael Monfils","Rafael Nadal","L","2-6, 2-6","0","2"
"2005","Monte Carlo Masters 1000","R64","Gael Monfils","Rafael Nadal","L","3-6, 2-6","0","2"
"2016","Miami Masters 1000","Q","Gael Monfils","Kei Nishikori","L","6-4, 3-6, 6-7","1","2"
"2014","Halle Masters 250","R16","Gael Monfils","Kei Nishikori","L","1-6, 6-3, 3-6","1","2"
"2016","Monte Carlo Masters 1000","S","Gael Monfils","Jo-Wilfried Tsonga","W","6-1, 6-3","2","0"
"2015","Miami Masters 1000","R32","Gael Monfils","Jo-Wilfried Tsonga","W","6-4, 7-6(4)","2","0"
"2013","Tokyo Masters 500","R32","Gael Monfils","Jo-Wilfried Tsonga","L","3-6, 6-7","0","2"
"2012","Doha Masters 250","F","Gael Monfils","Jo-Wilfried Tsonga","L","5-7, 3-6","0","2"
"2012","Doha Masters 250","F","Gael Monfils","Jo-Wilfried Tsonga","L","5-7, 3-6","0","2"
"2010","Montpellier Masters 250","S","Gael Monfils","Jo-Wilfried Tsonga","W","7-6(2), 2-6, 6-4","2","1"
"2009","Tokyo Masters 500","S","Gael Monfils","Jo-Wilfried Tsonga","L","3-6, 3-6","0","2"
"2008","Bangkok Masters 250","S","Gael Monfils","Jo-Wilfried Tsonga","L","0-6, 3-6","0","2"
"2015","Monte Carlo Masters 1000","S","Gael Monfils","Tomas Berdych","L","1-6, 4-6","0","2"
"2015","Miami Masters 1000","R16","Gael Monfils","Tomas Berdych","L","3-6, 2-3 RET","0","2"
"2015","Rotterdam Masters 500","Q","Gael Monfils","Tomas Berdych","L","1-6, 4-6","0","2"
"2013","Roland Garros","R128","Gael Monfils","Tomas Berdych","W","7-6(8), 6-4, 6-7(3), 6-7(4), 7-5","3","2"
"2012","Madrid Masters 1000","R16","Gael Monfils","Tomas Berdych","L","1-6, 1-6","0","2"
"2012","Montpellier Masters 250","F","Gael Monfils","Tomas Berdych","L","2-6, 6-4, 3-6","1","2"
"2008","Dubai Masters 500","R32","Gael Monfils","Tomas Berdych","L","3-6, 2-6","0","2"
"2015","Vienna Masters 500","S","Gael Monfils","David Ferrer","L","6-7, 5-7","0","2"
"2013","Valencia Masters 500","R32","Gael Monfils","David Ferrer","L","3-6, 2-6","0","2"
"2013","Auckland Masters 250","S","Gael Monfils","David Ferrer","L","1-6, 2-6","0","2"
"2011","Roland Garros","R16","Gael Monfils","David Ferrer","W","6-4, 2-6, 7-5, 1-6, 8-6","3","2"
"2008","Roland Garros","Q","Gael Monfils","David Ferrer","W","6-3, 3-6, 6-3, 6-1","3","1"
"2016","Indian Wells Masters 1000","Q","Gael Monfils","Milos Raonic","L","5-7, 3-6","0","2"
"2016","Australian Open","Q","Gael Monfils","Milos Raonic","L","3-6, 6-3, 3-6, 4-6","1","3"
"2013","Halle Masters 250","R32","Gael Monfils","Milos Raonic","W","6-4, 6-2","2","0"
"2011","Stockholm Masters 250","S","Gael Monfils","Milos Raonic","W","6-7(6), 6-4, 6-3","2","1"
"2011","San Jose Masters 250","S","Gael Monfils","Milos Raonic","L","WO","0","0"
"2009","Paris Masters 1000","Q","Gael Monfils","Marin Cilic","W","3-6, 6-4, 6-4","2","1"
"2015","Montpellier Masters 250","S","Gael Monfils","Richard Gasquet","L","4-6, 3-6","0","2"
"2014","US Open","R32","Gael Monfils","Richard Gasquet","W","6-4, 6-2, 6-2","3","0"
"2014","Montpellier Masters 250","F","Gael Monfils","Richard Gasquet","W","6-4, 6-4","2","0"
"2014","Doha Masters 250","R16","Gael Monfils","Richard Gasquet","W","6-2, 7-5","2","0"
"2013","Montpellier Masters 250","R16","Gael Monfils","Richard Gasquet","L","3-6, 6-2, 3-6","1","2"
"2011","Barcelona Masters 500","R16","Gael Monfils","Richard Gasquet","W","6-4, 7-6(7)","2","0"
"2010","Shanghai Masters 1000","R32","Gael Monfils","Richard Gasquet","L","4-6, 6-3, 4-6","1","2"
"2010","US Open","R16","Gael Monfils","Richard Gasquet","W","6-4, 7-5, 7-5","3","0"
"2009","Metz Masters 250","S","Gael Monfils","Richard Gasquet","W","6-4, 6-3","2","0"
"2007","Australian Open","R32","Gael Monfils","Richard Gasquet","L","0-6, 6-4, 5-7, 3-6","1","3"
"2005","Metz Masters 250","Q","Gael Monfils","Richard Gasquet","W","7-6, 6-3","2","0"
"2004","Metz Masters 250","Q","Gael Monfils","Richard Gasquet","L","5-7, 1-6","0","2"
"2016","Miami Masters 1000","R16","Dominic Thiem","Novak Djokovic","L","3-6, 4-6","0","2"
"2014","Shanghai Masters 1000","R32","Dominic Thiem","Novak Djokovic","L","3-6, 4-6","0","2"
"2016","Rome Masters 1000","R16","Dominic Thiem","Roger Federer","W","7-6, 6-4","2","0"
"2016","Brisbane Masters 250","S","Dominic Thiem","Roger Federer","L","1-6, 4-6","0","2"
"2015","Miami Masters 1000","Q","Dominic Thiem","Andy Murray","L","6-3, 4-6, 1-6","1","2"
"2014","Rotterdam Masters 500","R16","Dominic Thiem","Andy Murray","L","4-6, 6-3, 3-6","1","2"
"2015","Rome Masters 1000","R16","Dominic Thiem","Stan Wawrinka","L","6-7, 4-6","0","2"
"2014","Paris Masters 1000","R32","Dominic Thiem","Stan Wawrinka","L","4-6, 6-7","0","2"
"2014","Madrid Masters 1000","R32","Dominic Thiem","Stan Wawrinka","W","1-6, 6-2, 6-4","2","1"
"2016","Monte Carlo Masters 1000","R16","Dominic Thiem","Rafael Nadal","L","5-7, 3-6","0","2"
"2016","Buenos Aires Masters 250","S","Dominic Thiem","Rafael Nadal","W","6-4, 4-6, 7-6","2","1"
"2014","Roland Garros","R64","Dominic Thiem","Rafael Nadal","L","2-6, 2-6, 3-6","0","3"
"2016","Rome Masters 1000","Q","Dominic Thiem","Kei Nishikori","L","3-6, 5-7","0","2"
"2015","Halle Masters 500","R32","Dominic Thiem","Kei Nishikori","L","6-7, 5-7","0","2"
"2016","Indian Wells Masters 1000","R16","Dominic Thiem","Jo-Wilfried Tsonga","L","3-6, 2-6","0","2"
"2013","Vienna Masters 250","Q","Dominic Thiem","Jo-Wilfried Tsonga","L","4-6, 6-3, 6-7","1","2"
"2014","US Open","R16","Dominic Thiem","Tomas Berdych","L","1-6, 2-6, 4-6","0","3"
"2016","Rio de Janeiro Masters 500","Q","Dominic Thiem","David Ferrer","W","6-3, 6-2","2","0"
"2016","Brisbane Masters 250","Q","Dominic Thiem","Marin Cilic","W","2-6, 7-6, 6-4","2","1"
"2015","Basel Masters 500","R16","Dominic Thiem","Richard Gasquet","L","6-7, 4-6","0","2"
"2016","Australian Open","R32","Dominic Thiem","David Goffin","L","1-6, 6-3, 6-7, 5-7","1","3"
"2015","Gstaad Masters 250","F","Dominic Thiem","David Goffin","W","7-5, 6-2","2","0"
"2015","Marseille Masters 250","R16","Dominic Thiem","David Goffin","W","5-1 RET","1","0"
"2014","Basel Masters 500","R32","Dominic Thiem","David Goffin","L","6-7, 3-6","0","2"
"2014","Kitzbuhel Masters 250","F","Dominic Thiem","David Goffin","L","6-4, 1-6, 3-6","1","2"
"2014","London Masters 250","R64","Dominic Thiem","David Goffin","L","4-6, 2-6","0","2"
"2015","Umag Masters 250","S","Dominic Thiem","Gael Monfils","W","1-6, 6-3, 6-1","2","1"
"2015","Beijing Masters 500","Q","John Isner","Novak Djokovic","L","2-6, 2-6","0","2"
"2015","Miami Masters 1000","S","John Isner","Novak Djokovic","L","6-7, 2-6","0","2"
"2015","Indian Wells Masters 1000","R16","John Isner","Novak Djokovic","L","4-6, 6-7","0","2"
"2014","Indian Wells Masters 1000","S","John Isner","Novak Djokovic","L","5-7, 7-6, 1-6","1","2"
"2013","Paris Masters 1000","R16","John Isner","Novak Djokovic","L","7-6, 1-6, 2-6","1","2"
"2013","Cincinnati Masters 1000","Q","John Isner","Novak Djokovic","W","7-6(5), 3-6, 7-5","2","1"
"2012","Indian Wells Masters 1000","S","John Isner","Novak Djokovic","W","7-6(7), 3-6, 7-6(5)","2","1"
"2010","Beijing Masters 500","S","John Isner","Novak Djokovic","L","6-7, 2-6","0","2"
"2015","Paris Masters 1000","R16","John Isner","Roger Federer","W","7-6, 3-6, 7-6","2","1"
"2015","US Open","R16","John Isner","Roger Federer","L","6-7, 6-7, 5-7","0","3"
"2012","Indian Wells Masters 1000","F","John Isner","Roger Federer","L","6-7, 3-6","0","2"
"2010","Shanghai Masters 1000","R32","John Isner","Roger Federer","L","3-6, 4-6","0","2"
"2007","US Open","R32","John Isner","Roger Federer","L","7-6, 2-6, 4-6, 2-6","1","3"
"2015","Shanghai Masters 1000","R16","John Isner","Andy Murray","L","7-6, 4-6, 4-6","1","2"
"2014","Cincinnati Masters 1000","R16","John Isner","Andy Murray","L","7-6, 4-6, 6-7","1","2"
"2011","US Open","Q","John Isner","Andy Murray","L","5-7, 4-6, 6-3, 6-7","1","3"
"2010","Australian Open","R16","John Isner","Andy Murray","L","6-7, 3-6, 2-6","0","3"
"2011","Paris Masters 1000","R64","John Isner","Stan Wawrinka","W","6-7(3), 7-5, 7-6(5)","2","1"
"2010","Belgrade Masters 250","S","John Isner","Stan Wawrinka","W","7-5, 7-5","2","0"
"2009","Tokyo Masters 500","R32","John Isner","Stan Wawrinka","L","4-6, 4-6","0","2"
"2015","Rome Masters 1000","R16","John Isner","Rafael Nadal","L","4-6, 4-6","0","2"
"2015","Monte Carlo Masters 1000","R16","John Isner","Rafael Nadal","L","6-7, 6-4, 3-6","1","2"
"2013","Cincinnati Masters 1000","F","John Isner","Rafael Nadal","L","6-7, 6-7","0","2"
"2011","Roland Garros","R128","John Isner","Rafael Nadal","L","4-6, 7-6, 7-6, 2-6, 4-6","2","3"
"2010","Madrid Masters 1000","R16","John Isner","Rafael Nadal","L","5-7, 4-6","0","2"
"2010","Indian Wells Masters 1000","R16","John Isner","Rafael Nadal","L","5-7, 6-3, 3-6","1","2"
"2016","Indian Wells Masters 1000","R16","John Isner","Kei Nishikori","L","6-1, 6-7, 6-7","1","2"
"2015","Washington Masters 500","F","John Isner","Kei Nishikori","L","6-4, 4-6, 4-6","1","2"
"2015","Miami Masters 1000","Q","John Isner","Kei Nishikori","W","6-4, 6-3","2","0"
"2012","Winston-Salem Masters 250","S","John Isner","Jo-Wilfried Tsonga","W","6-4, 3-6, 7-6(3)","2","1"
"2011","Paris Masters 1000","S","John Isner","Jo-Wilfried Tsonga","L","6-3, 6-7, 6-7","1","2"
"2009","Washington Masters 500","R32","John Isner","Jo-Wilfried Tsonga","W","4-6, 7-6(2), 7-6(4)","2","1"
"2015","Madrid Masters 1000","Q","John Isner","Tomas Berdych","L","6-3, 6-7, 6-7","1","2"
"2014","Beijing Masters 500","Q","John Isner","Tomas Berdych","L","1-6, 4-6","0","2"
"2014","Roland Garros","R16","John Isner","Tomas Berdych","L","4-6, 4-6, 4-6","0","3"
"2014","Miami Masters 1000","R16","John Isner","Tomas Berdych","L","3-6, 5-7","0","2"
"2013","Beijing Masters 500","Q","John Isner","Tomas Berdych","L","5-7, 2-6","0","2"
"2012","Winston-Salem Masters 250","F","John Isner","Tomas Berdych","W","3-6, 6-4, 7-6(9)","2","1"
"2010","Roland Garros","R32","John Isner","Tomas Berdych","L","2-6, 2-6, 1-6","0","3"
"2009","Washington Masters 500","Q","John Isner","Tomas Berdych","W","6-3, 6-7(10), 6-2","2","1"
"2016","Australian Open","R16","John Isner","David Ferrer","L","4-6, 4-6, 5-7","0","3"
"2015","Paris Masters 1000","Q","John Isner","David Ferrer","L","3-6, 7-6, 2-6","1","2"
"2014","Madrid Masters 1000","R16","John Isner","David Ferrer","L","4-6, 4-6","0","2"
"2011","Paris Masters 1000","Q","John Isner","David Ferrer","W","6-3, 3-6, 6-3","2","1"
"2009","Miami Masters 1000","R64","John Isner","David Ferrer","L","3-6, 6-3, 2-6","1","2"
"2007","New Haven Masters 250","R32","John Isner","David Ferrer","L","7-6, 2-6, 2-6","1","2"
"2007","Cincinnati Masters 1000","R64","John Isner","David Ferrer","L","6-7, 3-6","0","2"
"2015","Miami Masters 1000","R16","John Isner","Milos Raonic","W","6-7(3), 7-6(6), 7-6(5)","2","1"
"2013","Cincinnati Masters 1000","R16","John Isner","Milos Raonic","W","7-6(5), 6-4","2","0"
"2012","Toronto Masters 1000","Q","John Isner","Milos Raonic","W","7-6(9), 6-4","2","0"
"2015","Wimbledon","R32","John Isner","Marin Cilic","L","6-7, 7-6, 4-6, 7-6, 10-12","2","3"
"2014","Delray Beach Masters 250","S","John Isner","Marin Cilic","L","6-7, 3-6","0","2"
"2013","Miami Masters 1000","R32","John Isner","Marin Cilic","L","3-6, 6-7","0","2"
"2012","Madrid Masters 1000","R32","John Isner","Marin Cilic","L","6-7, 6-7","0","2"
"2011","Australian Open","R32","John Isner","Marin Cilic","L","6-4, 2-6, 7-6, 6-7, 7-9","2","3"
"2013","Cincinnati Masters 1000","R32","John Isner","Richard Gasquet","W","7-6(6), 6-2","2","0"
"2012","Toronto Masters 1000","S","John Isner","Richard Gasquet","L","6-7, 3-6","0","2"
"2010","Belgrade Masters 250","Q","John Isner","Richard Gasquet","W","2-6, 7-6(6), 6-3","2","1"
"2009","Basel Masters 500","R16","John Isner","Richard Gasquet","L","6-4, 6-7, 2-6","1","2"
"2015","Shanghai Masters 1000","R32","John Isner","David Goffin","W","6-3, 7-6","2","0"
"2012","Valencia Masters 500","R16","John Isner","David Goffin","L","6-7, 6-4, 4-6","1","2"
"2012","Winston-Salem Masters 250","Q","John Isner","David Goffin","W","7-6(5), 6-3","2","0"
"2014","Paris Masters 1000","R32","John Isner","Gael Monfils","L","4-6, 6-7","0","2"
"2013","US Open","R64","John Isner","Gael Monfils","W","7-5, 6-2, 4-6, 7-6(4)","3","1"
"2011","Washington Masters 500","S","John Isner","Gael Monfils","L","4-6, 6-3, 6-7","1","2"
"2010","Montpellier Masters 250","Q","John Isner","Gael Monfils","L","6-3, 4-6, 4-6","1","2"
"2010","Australian Open","R32","John Isner","Gael Monfils","W","6-1, 4-6, 7-6(4), 7-6(5)","3","1"
"2009","Indian Wells Masters 1000","R64","John Isner","Gael Monfils","W","6-7(5), 6-1, 6-4","2","1"
"2008","Miami Masters 1000","R128","John Isner","Gael Monfils","L","7-6, 3-6, 3-6","1","2"
"2007","Washington Masters 250","S","John Isner","Gael Monfils","W","6-7(4), 7-6(1), 7-6(2)","2","1"
"2015","Beijing Masters 500","R32","John Isner","Dominic Thiem","W","7-5, 6-1","2","0"
"2015","Nice Masters 250","S","John Isner","Dominic Thiem","L","6-7, 3-6","0","2"
"2016","Madrid Masters 1000","R16","Roberto Bautista Agut","Novak Djokovic","L","2-6, 1-6","0","2"
