"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2015","Roland Garros","R128","Grigor Dimitrov","Jack Sock","L","6-7, 2-6, 3-6","0","3"
"2014","Stockholm Masters 250","Q","Grigor Dimitrov","Jack Sock","W","5-7, 6-4, 6-3","2","1"
"2016","Sydney Masters 250","Q","Grigor Dimitrov","Alexandr Dolgopolov","W","4-6, 6-3, 6-4","2","1"
"2015","Montreal Masters 1000","R64","Grigor Dimitrov","Alexandr Dolgopolov","W","6-4, 7-5","2","0"
"2014","Wimbledon","R32","Grigor Dimitrov","Alexandr Dolgopolov","W","6-7(3), 6-4, 2-6, 6-4, 6-1","3","2"
"2014","London Masters 250","Q","Grigor Dimitrov","Alexandr Dolgopolov","W","WO","0","0"
"2013","Basel Masters 500","R16","Grigor Dimitrov","Alexandr Dolgopolov","W","6-3, 6-2","2","0"
"2011","Winston-Salem Masters 250","R16","Grigor Dimitrov","Alexandr Dolgopolov","L","4-6, 6-1, 6-7","1","2"
"2016","Istanbul Masters 250","S","Grigor Dimitrov","Ivo Karlovic","W","7-6, 7-6","2","0"
"2014","Roland Garros","R128","Grigor Dimitrov","Ivo Karlovic","L","4-6, 5-7, 6-7","0","3"
"2014","Rome Masters 1000","R32","Grigor Dimitrov","Ivo Karlovic","W","7-6(3), 6-4","2","0"
"2013","Zagreb Masters 250","R32","Grigor Dimitrov","Ivo Karlovic","L","6-7, 6-7","0","2"
"2015","Kuala Lumpur Masters 250","R16","Grigor Dimitrov","Joao Sousa","W","2-6, 6-3, 6-4","2","1"
"2013","US Open","R128","Grigor Dimitrov","Joao Sousa","L","6-3, 3-6, 4-6, 7-5, 2-6","2","3"
"2015","Rome Masters 1000","R32","Grigor Dimitrov","Fabio Fognini","L","6-7, 6-4, 0-6","1","2"
"2015","Madrid Masters 1000","R32","Grigor Dimitrov","Fabio Fognini","W","3-6, 6-2, 7-5","2","1"
"2015","Monte Carlo Masters 1000","R32","Grigor Dimitrov","Fabio Fognini","W","6-3, 6-4","2","0"
"2013","Paris Masters 1000","R32","Grigor Dimitrov","Fabio Fognini","W","6-3, 5-7, 6-2","2","1"
"2013","Sydney Masters 250","R32","Grigor Dimitrov","Fabio Fognini","L","3-6, 1-6","0","2"
"2015","Brisbane Masters 250","R16","Grigor Dimitrov","Jeremy Chardy","W","3-6, 6-4, 7-6(8)","2","1"
"2012","Australian Open","R128","Grigor Dimitrov","Jeremy Chardy","W","4-6, 6-3, 3-6, 6-4, 6-4","3","2"
"2011","Roland Garros","R128","Grigor Dimitrov","Jeremy Chardy","L","2-6, 4-6, 4-6","0","3"
"2016","Miami Masters 1000","R64","Grigor Dimitrov","Federico Delbonis","W","7-6, 4-6, 6-4","2","1"
"2015","Wimbledon","R128","Grigor Dimitrov","Federico Delbonis","W","6-3, 6-0, 6-4","3","0"
"2015","Washington Masters 500","R16","Grigor Dimitrov","Steve Johnson","L","3-6, 6-1, 3-6","1","2"
"2015","Wimbledon","R64","Grigor Dimitrov","Steve Johnson","W","7-6, 6-2, 7-6","3","0"
"2014","US Open","R32","Sam Querrey","Novak Djokovic","L","3-6, 2-6, 2-6","0","3"
"2013","Beijing Masters 500","Q","Sam Querrey","Novak Djokovic","L","1-6, 2-6","0","2"
"2013","Indian Wells Masters 1000","R16","Sam Querrey","Novak Djokovic","L","0-6, 6-7","0","2"
"2012","Paris Masters 1000","R32","Sam Querrey","Novak Djokovic","W","0-6, 7-6(5), 6-4","2","1"
"2012","Toronto Masters 1000","R16","Sam Querrey","Novak Djokovic","L","4-6, 4-6","0","2"
"2008","Monte Carlo Masters 1000","Q","Sam Querrey","Novak Djokovic","L","4-6, 0-6","0","2"
"2008","Australian Open","R32","Sam Querrey","Novak Djokovic","L","3-6, 1-6, 3-6","0","3"
"2015","Wimbledon","R64","Sam Querrey","Roger Federer","L","4-6, 2-6, 2-6","0","3"
"2008","Roland Garros","R128","Sam Querrey","Roger Federer","L","4-6, 4-6, 3-6","0","3"
"2007","Miami Masters 1000","R64","Sam Querrey","Roger Federer","L","4-6, 3-6","0","2"
"2012","Cincinnati Masters 1000","R32","Sam Querrey","Andy Murray","L","2-6, 4-6","0","2"
"2010","Los Angeles Masters 250","F","Sam Querrey","Andy Murray","W","5-7, 7-6(2), 6-3","2","1"
"2010","Wimbledon","R16","Sam Querrey","Andy Murray","L","5-7, 3-6, 4-6","0","3"
"2008","Paris Masters 1000","R32","Sam Querrey","Andy Murray","L","2-6, 4-6","0","2"
"2008","Cincinnati Masters 1000","R32","Sam Querrey","Andy Murray","L","6-7, 1-6","0","2"
"2006","Newport Masters 250","R16","Sam Querrey","Andy Murray","L","5-7, 2-6","0","2"
"2014","London Masters 250","R16","Sam Querrey","Stan Wawrinka","L","2-6, 2-6","0","2"
"2013","Beijing Masters 500","R16","Sam Querrey","Stan Wawrinka","W","6-3, 7-6(2)","2","0"
"2013","Australian Open","R32","Sam Querrey","Stan Wawrinka","L","6-7, 5-7, 4-6","0","3"
"2010","US Open","R16","Sam Querrey","Stan Wawrinka","L","6-7, 7-6, 5-7, 6-4, 4-6","2","3"
"2009","Indian Wells Masters 1000","R32","Sam Querrey","Stan Wawrinka","L","6-2, 5-7, 6-7","1","2"
"2016","Madrid Masters 1000","R16","Sam Querrey","Rafael Nadal","L","4-6, 2-6","0","2"
"2008","US Open","R16","Sam Querrey","Rafael Nadal","L","2-6, 7-5, 6-7, 3-6","1","3"
"2006","Cincinnati Masters 1000","R64","Sam Querrey","Rafael Nadal","L","7-6, 2-6, 3-6","1","2"
"2016","Acapulco Masters 500","R16","Sam Querrey","Kei Nishikori","W","6-4, 6-3","2","0"
"2016","Memphis Masters 250","S","Sam Querrey","Kei Nishikori","L","6-3, 3-6, 3-6","1","2"
"2015","Tokyo Masters 500","R16","Sam Querrey","Kei Nishikori","L","6-7, 3-6","0","2"
"2015","Memphis Masters 250","S","Sam Querrey","Kei Nishikori","L","7-5, 6-7, 6-7","1","2"
"2014","Washington Masters 500","R32","Sam Querrey","Kei Nishikori","L","4-6, 7-5, 4-6","1","2"
"2012","Shanghai Masters 1000","R32","Sam Querrey","Kei Nishikori","W","2-6, 6-1, 6-4","2","1"
"2012","Toronto Masters 1000","R32","Sam Querrey","Kei Nishikori","W","6-2, 6-3","2","0"
"2011","London Masters 250","R64","Sam Querrey","Kei Nishikori","W","6-3, 6-4","2","0"
"2008","Delray Beach Masters 250","S","Sam Querrey","Kei Nishikori","L","6-4, 2-6, 6-7","1","2"
"2016","Indian Wells Masters 1000","R32","Sam Querrey","Jo-Wilfried Tsonga","L","3-6, 4-6","0","2"
"2015","Rome Masters 1000","R64","Sam Querrey","Jo-Wilfried Tsonga","L","6-7, 0-6","0","2"
"2014","Wimbledon","R64","Sam Querrey","Jo-Wilfried Tsonga","L","6-4, 6-7, 7-6, 3-6, 12-14","2","3"
"2011","Valencia Masters 500","R16","Sam Querrey","Jo-Wilfried Tsonga","W","7-6(5), 6-2","2","0"
"2010","Shanghai Masters 1000","R32","Sam Querrey","Jo-Wilfried Tsonga","L","6-7, 1-6","0","2"
"2013","Miami Masters 1000","R16","Sam Querrey","Tomas Berdych","L","1-6, 1-6","0","2"
"2012","Shanghai Masters 1000","R16","Sam Querrey","Tomas Berdych","L","2-6, 7-6, 4-6","1","2"
"2012","US Open","R32","Sam Querrey","Tomas Berdych","L","7-6, 4-6, 3-6, 2-6","1","3"
"2012","Winston-Salem Masters 250","S","Sam Querrey","Tomas Berdych","L","4-6, 3-6","0","2"
"2008","US Open","R128","Sam Querrey","Tomas Berdych","W","6-3, 6-1, 6-2","3","0"
"2008","Miami Masters 1000","R64","Sam Querrey","Tomas Berdych","L","1-6, 2-6","0","2"
"2010","Cincinnati Masters 1000","R32","Sam Querrey","David Ferrer","L","5-7, 2-6","0","2"
"2009","Auckland Masters 250","S","Sam Querrey","David Ferrer","W","3-6, 6-3, 7-6(4)","2","1"
"2013","Miami Masters 1000","R32","Sam Querrey","Milos Raonic","W","WO","0","0"
"2013","San Jose Masters 250","S","Sam Querrey","Milos Raonic","L","4-6, 2-6","0","2"
"2012","Paris Masters 1000","R16","Sam Querrey","Milos Raonic","W","6-3, 7-6(1)","2","0"
"2012","Wimbledon","R64","Sam Querrey","Milos Raonic","W","6-7(3), 7-6(7), 7-6(8), 6-4","3","1"
"2015","Washington Masters 500","R16","Sam Querrey","Marin Cilic","L","6-7, 6-7","0","2"
"2012","Wimbledon","R32","Sam Querrey","Marin Cilic","L","6-7, 4-6, 7-6, 7-6, 15-17","2","3"
"2012","London Masters 250","S","Sam Querrey","Marin Cilic","L","3-6, 6-3, 3-6","1","2"
"2009","Wimbledon","R64","Sam Querrey","Marin Cilic","L","6-4, 6-7, 3-6, 7-6, 4-6","2","3"
"2013","Rome Masters 1000","R64","Sam Querrey","Richard Gasquet","L","2-6, 6-7","0","2"
"2008","Monte Carlo Masters 1000","R16","Sam Querrey","Richard Gasquet","W","2-6, 6-4, 6-3","2","1"
"2015","Montreal Masters 1000","R32","Sam Querrey","David Goffin","L","4-6, 4-6","0","2"
"2007","Poertschach Masters 250","R32","Sam Querrey","Gael Monfils","L","4-6, 5-7","0","2"
"2016","Acapulco Masters 500","S","Sam Querrey","Dominic Thiem","L","2-6, 2-6","0","2"
"2016","Auckland Masters 250","R16","Sam Querrey","John Isner","L","6-7, 7-6, 4-6","1","2"
"2015","Cincinnati Masters 1000","R64","Sam Querrey","John Isner","W","6-3, 7-6","2","0"
"2015","Memphis Masters 250","Q","Sam Querrey","John Isner","W","7-6(3), 7-6(2)","2","0"
"2010","Belgrade Masters 250","F","Sam Querrey","John Isner","W","3-6, 7-6(4), 6-4","2","1"
"2010","Indian Wells Masters 1000","R32","Sam Querrey","John Isner","L","6-7, 4-6","0","2"
"2010","Memphis Masters 500","F","Sam Querrey","John Isner","W","6-7(3), 7-6(5), 6-3","2","1"
"2015","Madrid Masters 1000","R32","Sam Querrey","Roberto Bautista Agut","L","5-7, 4-6","0","2"
"2015","Nottingham Masters 250","Q","Sam Querrey","Gilles Simon","W","5-7, 7-6, 6-4","2","1"
"2013","Metz Masters 250","Q","Sam Querrey","Gilles Simon","L","4-6, 6-7","0","2"
"2013","Roland Garros","R32","Sam Querrey","Gilles Simon","L","6-2, 3-6, 6-2, 6-7, 2-6","2","3"
"2010","Beijing Masters 500","R32","Sam Querrey","Gilles Simon","L","3-6, 6-3, 2-6","1","2"
"2008","Indianapolis Masters 250","S","Sam Querrey","Gilles Simon","L","3-6, 6-4, 4-6","1","2"
"2015","Miami Masters 1000","R64","Sam Querrey","Kevin Anderson","L","7-6, 6-7, 4-6","1","2"
"2014","Winston-Salem Masters 250","R16","Sam Querrey","Kevin Anderson","W","7-6(4), 6-4","2","0"
"2014","Acapulco Masters 500","R16","Sam Querrey","Kevin Anderson","L","6-7, 4-6","0","2"
"2012","Washington Masters 500","Q","Sam Querrey","Kevin Anderson","W","6-4, 6-4","2","0"
"2012","Houston Masters 250","R16","Sam Querrey","Kevin Anderson","L","6-7, 6-3, 6-7","1","2"
"2012","Miami Masters 1000","R64","Sam Querrey","Kevin Anderson","L","3-6, 7-6, 3-6","1","2"
"2012","Memphis Masters 500","R16","Sam Querrey","Kevin Anderson","W","7-6(4), 6-4","2","0"
"2011","Rome Masters 1000","R64","Sam Querrey","Kevin Anderson","W","7-6(1), 1-0 RET","2","0"
"2010","Toronto Masters 1000","R32","Sam Querrey","Kevin Anderson","L","6-7, 6-4, 4-6","1","2"
"2010","Los Angeles Masters 250","R16","Sam Querrey","Kevin Anderson","W","7-6(8), 4-6, 6-0","2","1"
"2009","London Masters 250","R32","Sam Querrey","Kevin Anderson","W","7-5, 6-3","2","0"
"2008","Las Vegas Masters 250","F","Sam Querrey","Kevin Anderson","W","4-6, 6-3, 6-4","2","1"
"2015","Brisbane Masters 250","R32","Sam Querrey","Bernard Tomic","L","5-7, 6-7","0","2"
"2013","Wimbledon","R128","Sam Querrey","Bernard Tomic","L","6-7, 6-7, 6-3, 6-2, 3-6","2","3"
"2012","Australian Open","R64","Sam Querrey","Bernard Tomic","L","6-3, 3-6, 6-7, 3-6","1","3"
"2015","Houston Masters 250","Q","Sam Querrey","Feliciano Lopez","W","6-4, 6-1","2","0"
"2014","Paris Masters 1000","R32","Sam Querrey","Feliciano Lopez","L","4-6, 4-6","0","2"
"2014","Eastbourne Masters 250","S","Sam Querrey","Feliciano Lopez","L","4-6, 6-7","0","2"
"2014","Delray Beach Masters 250","R32","Sam Querrey","Feliciano Lopez","L","6-4, 2-6, 3-6","1","2"
"2012","Valencia Masters 500","R32","Sam Querrey","Feliciano Lopez","W","6-3, 7-6(4)","2","0"
"2012","Beijing Masters 500","Q","Sam Querrey","Feliciano Lopez","L","6-4, 4-6, 4-6","1","2"
"2012","Winston-Salem Masters 250","R16","Sam Querrey","Feliciano Lopez","W","6-3, 6-4","2","0"
"2009","Miami Masters 1000","R64","Sam Querrey","Feliciano Lopez","L","7-6, 5-7, 2-6","1","2"
"2011","Miami Masters 1000","R32","Sam Querrey","Viktor Troicki","L","6-7, 6-3, 5-7","1","2"
"2009","Belgrade Masters 250","R32","Sam Querrey","Viktor Troicki","L","6-4, 4-6, 3-6","1","2"
"2015","Nottingham Masters 250","R16","Sam Querrey","Pablo Cuevas","W","7-6, 7-6","2","0"
"2013","Auckland Masters 250","S","Sam Querrey","Philipp Kohlschreiber","L","4-6, 6-7","0","2"
"2011","Roland Garros","R128","Sam Querrey","Philipp Kohlschreiber","W","3-6, 6-1, 6-2, 6-4","3","1"
"2009","Australian Open","R128","Sam Querrey","Philipp Kohlschreiber","L","6-7, 3-6, 2-6","0","3"
"2006","US Open","R128","Sam Querrey","Philipp Kohlschreiber","W","6-3, 6-4, 6-4","3","0"
"2015","Houston Masters 250","F","Sam Querrey","Jack Sock","L","6-7, 6-7","0","2"
"2015","Tokyo Masters 500","R32","Sam Querrey","Alexandr Dolgopolov","W","7-6, 6-4","2","0"
"2015","Nottingham Masters 250","S","Sam Querrey","Alexandr Dolgopolov","W","4-6, 6-3, 7-5","2","1"
"2012","Winston-Salem Masters 250","Q","Sam Querrey","Alexandr Dolgopolov","W","7-5, 4-6, 7-6(3)","2","1"
"2012","Washington Masters 500","S","Sam Querrey","Alexandr Dolgopolov","L","4-6, 4-6","0","2"
"2011","Sydney Masters 250","R16","Sam Querrey","Alexandr Dolgopolov","L","4-6, 3-6","0","2"
"2013","Metz Masters 250","R32","Sam Querrey","Ivo Karlovic","W","4-6, 7-6(4), 6-4","2","1"
"2013","Indian Wells Masters 1000","R64","Sam Querrey","Ivo Karlovic","W","6-3, 6-4","2","0"
"2008","US Open","R32","Sam Querrey","Ivo Karlovic","W","7-6(5), 7-6(5), 6-2","3","0"
"2008","Nottingham Masters 250","R16","Sam Querrey","Ivo Karlovic","L","6-7, 6-7","0","2"
"2007","Indianapolis Masters 250","R16","Sam Querrey","Ivo Karlovic","W","5-7, 7-5, 7-6(6)","2","1"
"2007","Memphis Masters 500","R32","Sam Querrey","Ivo Karlovic","W","6-3, 6-2","2","0"
"2014","Australian Open","R32","Sam Querrey","Fabio Fognini","L","5-7, 4-6, 4-6","0","3"
"2015","Sydney Masters 250","R32","Sam Querrey","Jeremy Chardy","L","4-6, 4-6","0","2"
"2014","London Masters 250","R64","Sam Querrey","Jeremy Chardy","W","6-7(4), 7-6(4), 7-6(5)","2","1"
"2010","Miami Masters 1000","R64","Sam Querrey","Jeremy Chardy","L","6-4, 4-6, 2-6","1","2"
"2010","Indian Wells Masters 1000","R64","Sam Querrey","Jeremy Chardy","W","6-3, 6-4","2","0"
"2009","London Masters 250","R64","Sam Querrey","Jeremy Chardy","W","7-6(10), 6-4","2","0"
"2015","Houston Masters 250","R16","Sam Querrey","Steve Johnson","W","6-1, 4-6, 6-0","2","1"
"2014","Winston-Salem Masters 250","R32","Sam Querrey","Steve Johnson","W","6-4, 6-3","2","0"
"2014","Atlanta Masters 250","R32","Sam Querrey","Steve Johnson","W","7-6(3), 7-5","2","0"
"2013","Washington Masters 500","R16","Sam Querrey","Grigor Dimitrov","L","3-6, 2-6","0","2"
"2016","Rome Masters 1000","R16","Thomaz Bellucci","Novak Djokovic","L","6-0, 3-6, 2-6","1","2"
"2015","Paris Masters 1000","R32","Thomaz Bellucci","Novak Djokovic","L","5-7, 3-6","0","2"
"2015","Montreal Masters 1000","R32","Thomaz Bellucci","Novak Djokovic","L","3-6, 6-7","0","2"
"2015","Rome Masters 1000","R16","Thomaz Bellucci","Novak Djokovic","L","7-5, 2-6, 3-6","1","2"
"2011","Madrid Masters 1000","S","Thomaz Bellucci","Novak Djokovic","L","6-4, 4-6, 1-6","1","2"
